Date,Crop Type,Grade,Market Price,Demand,Supply,Weather Condition,Rainfall (mm),Temperature (°C),Distance to Market (km),Transport Cost,Peak Season
2024-02-26,Rice,A,125.21640602690647,1483,1241,Sunny,16.90435081146029,24.887822097133316,17.786260245095153,28.560014025094187,0
2024-02-27,Rice,A,253.6722046925672,666,706,Cloudy,13.328145530889802,15.184942163577936,30.515789444548417,45.085567568070964,0
2024-02-28,Rice,C,126.80182049842779,754,1275,Cloudy,4.831608037831268,27.675186121195324,38.17589512625934,71.26154491784959,0
2024-02-29,Rice,A,100.52781677905709,1025,835,Rainy,2.810066049212623,26.422365531249056,37.49899305188869,45.55598601111136,0
2024-03-01,Rice,A,198.3620387451781,1025,1384,Clear,16.407563479249593,23.711854220179692,26.73978316008395,93.40312499687688,1
2024-03-02,Rice,C,262.4531898657299,690,451,Clear,10.23688747220961,17.44807254394758,38.240401405538464,20.202548886994443,1
2024-03-03,Rice,C,229.27561349089297,1282,517,Clear,6.526907201734646,19.779542211209627,30.590076763393938,57.78365973013902,1
2024-03-04,Rice,A,186.84998647289592,817,648,Clear,17.300790880549616,28.478103571020924,25.638093472873457,30.804617990058595,1
2024-03-05,Rice,B,239.30637304074486,765,874,Rainy,2.613581642914138,34.06771378299983,22.807473933064706,30.86545783219985,1
2024-03-06,Rice,C,176.61726783975814,506,733,Rainy,9.060046904961736,26.087921996472836,32.580095065175996,26.451788427202718,1
2024-03-07,Rice,A,205.48174311502024,1392,764,Clear,5.812327034125353,28.08732722401453,27.77757447130012,84.22584767288899,1
2024-03-08,Rice,A,132.0051647864483,575,852,Sunny,17.81822712610326,27.795607274575403,26.775654666774898,24.900349330491274,1
2024-03-09,Rice,B,155.12979034263708,1152,1250,Rainy,19.99484662855294,17.197906078940903,31.887105389413883,64.84334622898736,1
2024-03-10,Rice,C,263.58614376820856,1189,578,Clear,10.899365957476466,34.4196419980782,21.207048207162597,85.35430717019076,1
2024-03-11,Rice,A,159.7063235776917,1376,882,Cloudy,9.557323431369404,19.068252339033144,13.188214380682538,57.090753293488106,1
2024-03-12,Rice,A,295.1937077675136,1310,1044,Rainy,3.030185737807034,31.616789633845396,14.98912036465752,55.912957463059996,1
2024-03-13,Rice,A,244.58794214337578,559,833,Rainy,8.684958413421409,28.266462831718073,43.82898431992229,63.345054787340146,1
2024-03-14,Rice,A,242.49638366477583,1383,1087,Sunny,14.772449789976168,23.086452554749457,30.94283335337326,49.33783406327167,1
2024-03-15,Rice,A,124.95588663733469,1052,1156,Clear,18.4353472389747,17.023296341447146,20.049823560035147,50.935421765392704,1
2024-03-16,Rice,A,121.41029299383501,691,1067,Rainy,9.945477032628652,31.603853926692143,41.694608899755075,59.44726525599643,1
2024-03-17,Rice,B,248.86809034676506,809,550,Sunny,14.721685504780059,15.21419094373638,33.16297300828607,31.225368508656956,1
2024-03-18,Rice,A,110.75888269861211,662,677,Rainy,13.628933701663652,23.87083838428587,35.532308972240614,96.10718958598899,1
2024-03-19,Rice,A,266.08219166813393,1259,1037,Sunny,9.747073357991365,21.371295466571734,48.582496174855955,85.1686366129048,1
2024-03-20,Rice,A,158.04462056365634,1199,677,Rainy,5.369816812413988,20.25419081454875,38.59301444524708,81.41478962251071,1
2024-03-21,Rice,C,122.00463767636211,1339,941,Cloudy,13.927699114094247,31.107966312841132,19.457925767242557,99.82243817977044,1
2024-03-22,Rice,A,247.5621219472824,1080,424,Cloudy,16.31798542838865,18.761013852544743,40.39663901880669,38.04710525922896,1
2024-03-23,Rice,B,164.13524922183475,999,419,Sunny,19.257825305146067,29.817739150721607,42.99261350775132,98.78739182872322,1
2024-03-24,Rice,A,197.6516188533564,834,633,Rainy,11.622998047885586,28.930158105262553,19.421636338704392,64.97961762174671,1
2024-03-25,Rice,B,108.83504936002785,1040,1054,Cloudy,9.103911805839232,16.77961150465826,40.82155602576499,84.89652225567889,1
2024-03-26,Rice,B,134.35687307185987,571,976,Cloudy,9.750865046881788,27.277661629971988,37.04052138636447,59.26756187840791,1
2024-03-27,Rice,B,200.19752771516147,1254,1305,Cloudy,2.609883705860603,34.24111288715309,16.114263717387644,60.20923767026292,1
2024-03-28,Rice,C,277.89862960164936,613,695,Sunny,8.129330026112449,22.744637687252375,37.79182666436642,98.65772200454035,1
2024-03-29,Rice,B,210.1641848741824,992,1289,Clear,19.974003410778593,20.720168242783252,37.92721472224635,92.657127540128,1
2024-03-30,Rice,A,196.00009202912833,555,700,Clear,11.53008506955127,21.28128062365164,35.335017608616525,61.585530007385785,1
2024-03-31,Rice,C,187.45804633478411,637,542,Cloudy,18.56596403427147,31.057647148815228,38.761910224912505,50.72883298109123,1
2024-04-01,Rice,B,287.7868465013205,938,1393,Cloudy,10.329807647843188,29.903835572531023,23.69296535213662,70.00313912933335,1
2024-04-02,Rice,B,293.3028092225336,1457,1081,Cloudy,16.549357547061383,21.40930173091229,47.74565909283022,46.815110984730936,1
2024-04-03,Rice,C,153.66094789397437,942,511,Sunny,16.811121927681207,30.88866112084629,39.83304694070226,39.44230397854288,1
2024-04-04,Rice,B,264.7955040126649,908,1356,Clear,5.058576282187721,18.41098012547386,15.219882851548743,63.08689343311321,1
2024-04-05,Rice,B,215.24451297113103,865,550,Cloudy,2.7115818735358266,19.043303580884007,36.88948793877303,86.08097690445254,1
2024-04-06,Rice,A,157.26221095260334,579,1021,Cloudy,3.0746840719000623,24.942553522749392,47.76541023108673,52.03068256580145,1
2024-04-07,Rice,C,227.02435594640684,764,811,Rainy,5.250786996256074,20.190874258361404,27.88364989662352,49.70859313856543,1
2024-04-08,Rice,A,151.44421220858987,1309,1005,Rainy,12.621716206356755,25.684069345115233,33.338161392082625,71.5025252662896,1
2024-04-09,Rice,A,263.0364775748222,939,1230,Clear,13.913394141841408,32.642035182984316,27.776826019966784,87.6552868924623,1
2024-04-10,Rice,B,289.24034949395514,735,913,Clear,11.708278019091495,26.761369019355225,17.37144371049567,39.77590496190311,1
2024-04-11,Rice,A,152.4470190242492,782,1349,Sunny,15.537338911338122,23.46475809714276,30.007994274483508,54.10429454377269,1
2024-04-12,Rice,C,278.0169943423009,1436,1229,Sunny,1.889546111185938,18.105094710128387,21.565439431826672,59.194131764477575,1
2024-04-13,Rice,C,170.80040012711567,644,673,Cloudy,9.160535414446748,16.977817876150418,38.40000256953205,86.85560635757855,1
2024-04-14,Rice,C,280.8015688340739,641,762,Sunny,16.63025238368986,28.439132377324718,33.05825354238354,47.62582018396641,1
2024-04-15,Rice,C,219.00056052018493,920,478,Clear,14.405262241245612,24.45565522661476,24.28797332684926,27.019133679855987,1
2024-04-16,Rice,B,186.7108553522388,580,1385,Sunny,4.129115457014201,19.289537765183496,16.232487180301117,31.669693959620098,1
2024-04-17,Rice,C,251.1742181601114,1008,1238,Cloudy,12.398787718134995,33.15659659770037,27.20824567171534,51.894643967360025,1
2024-04-18,Rice,A,234.22197865055745,694,637,Clear,18.154759809160584,25.639821256079255,11.54518454794269,89.79329253330141,1
2024-04-19,Rice,A,289.06988114571607,1453,1334,Clear,19.966629853612265,24.78727408447224,21.335343406612935,36.713815638851955,1
2024-04-20,Rice,B,291.99628276858704,1492,1136,Sunny,18.50038013589981,25.360915598560823,20.95860012282191,92.01700174562411,1
2024-04-21,Rice,B,202.2445305385005,648,478,Sunny,7.815040405378162,30.304867702830904,48.9449063514024,28.818796358056513,1
2024-04-22,Rice,B,270.6017829045169,1187,586,Cloudy,12.114869124700306,18.663514886974543,49.06805088736785,63.96095922372222,1
2024-04-23,Rice,A,207.057745873635,715,1209,Clear,12.948033880012295,24.274735201174103,15.278997218594913,76.82229668231467,1
2024-04-24,Rice,A,280.256178457887,808,1266,Clear,19.175174400190308,20.096931467458592,34.126413538758484,22.758997433170727,1
2024-04-25,Rice,C,275.63793234586774,1195,1166,Clear,4.838927998715146,15.971605134441582,34.45220592881974,58.69932895454822,1
2024-04-26,Rice,A,243.03141644587697,727,1002,Rainy,13.01509588529315,16.833717765766792,37.6275757785762,81.9577950948227,1
2024-04-27,Rice,B,262.2620532813705,1477,512,Rainy,2.3475447113047965,23.87882766277208,37.582325992708455,24.762722147244133,1
2024-04-28,Rice,C,221.97484205665256,1191,1177,Rainy,19.34952489578604,28.450491883051633,10.342802736353569,38.73135366658687,1
2024-04-29,Rice,B,203.57921529573827,1147,456,Sunny,10.939277594639536,18.45314957927513,40.23961274802617,96.31721521106341,1
2024-04-30,Rice,B,155.9883324344183,870,980,Cloudy,14.76450935370027,32.87236474544038,23.566391107633606,70.60023963900449,1
2024-05-01,Rice,A,274.5555166776271,1353,1281,Rainy,9.266572966935378,32.24694981909248,20.121957584535487,72.46570494482626,0
2024-05-02,Rice,A,107.55082888078218,1337,1320,Clear,8.721524564917118,25.54629483764208,38.34705364201936,55.066554937336456,0
2024-05-03,Rice,A,213.69361756220096,1225,546,Cloudy,7.6801747082164855,29.879244115938818,12.670529935488112,39.25749211222008,0
2024-05-04,Rice,C,166.9479595724066,617,880,Rainy,1.6147791251003851,15.263975750488186,14.984244343974794,87.59718793315164,0
2024-05-05,Rice,B,107.98969197754535,1207,1194,Clear,3.742085418739902,19.682133161002042,39.13138684431569,66.29668266341179,0
2024-05-06,Rice,C,247.50188003055672,979,468,Sunny,0.11516903242013043,19.847788630375508,35.39877686346292,49.20012760814445,0
2024-05-07,Rice,C,130.01204166650012,964,656,Rainy,17.5415626194332,30.079976233437606,36.91849965515928,53.76094202707057,0
2024-05-08,Rice,A,142.5128266712343,531,1049,Sunny,12.414452633977236,34.72753946417329,31.57774713877163,88.82795630908751,0
2024-05-09,Rice,B,236.27381198825162,867,565,Clear,14.231799549202126,16.848005785871287,37.75932976654552,57.94430538101451,0
2024-05-10,Rice,A,220.12505442191508,1371,455,Sunny,18.319971305277395,26.197650186713826,39.158203415424666,85.58722508597107,0
2024-05-11,Rice,C,142.43755359468528,1036,591,Sunny,10.097271062280122,30.019434413138782,32.363021330329914,99.5944469337834,0
2024-05-12,Rice,A,141.90907405776403,1277,416,Rainy,6.622236227428367,24.625245546198435,39.54250345969252,96.50316432960494,0
2024-05-13,Rice,B,283.15290905478207,1430,968,Sunny,4.768137147614824,31.92045597739692,24.715125468861835,64.95024487285656,0
2024-05-14,Rice,B,107.07136228445302,725,548,Clear,10.872790562765278,25.512205311196936,35.29814913028481,83.34913096187182,0
2024-05-15,Rice,C,226.64271522192257,1144,1178,Clear,7.688687985238294,18.08383666976865,45.92606398124952,40.02907846285701,0
2024-05-16,Rice,A,175.6247572619905,521,701,Clear,6.1886377867208235,22.074140512700108,39.32459314614987,90.35830986669828,0
2024-05-17,Rice,C,173.72396796158188,1105,1208,Cloudy,3.471215031859771,18.473716751549286,46.510811320505006,94.0180342372432,0
2024-05-18,Rice,A,116.01046779876638,1082,916,Clear,10.200066069040103,22.40102570095089,40.97101724206844,54.94463285741177,0
2024-05-19,Rice,A,224.4169687803581,614,1289,Clear,13.57874210488356,33.237136969843725,22.805872115330384,58.31428791162828,0
2024-05-20,Rice,B,126.33828690155376,594,969,Sunny,4.868219584195382,34.54237745665024,22.89434931914169,80.97138965794443,0
2024-05-21,Rice,B,187.45679396182345,1379,1072,Cloudy,13.346350110605236,34.41075074663648,31.0486868229153,82.89833165339458,0
2024-05-22,Rice,A,184.33228520570435,782,1191,Sunny,18.248677195227984,33.1328503672534,27.46818698491538,63.083937119533786,0
2024-05-23,Rice,C,293.3542783800415,1274,568,Rainy,18.385463349630385,23.4769456814476,44.78249836628816,52.16679175523117,0
2024-05-24,Rice,C,223.6569130430974,1253,876,Sunny,5.582827820321672,15.269778608837115,13.664894073840944,22.31366547707239,0
2024-05-25,Rice,C,229.10345788178,963,585,Clear,16.85467004441292,30.875724463652467,29.172368301421685,89.39714592256172,0
2024-05-26,Rice,A,167.0008359288022,971,1101,Clear,13.350711833661437,24.79902005924327,43.82006812983404,22.566601640372017,0
2024-05-27,Rice,C,250.93560717868627,1135,886,Clear,0.8053644276693039,21.83034104656374,42.16840258353782,35.18156966411652,0
2024-05-28,Rice,B,223.316008176014,792,721,Sunny,8.950769643244739,24.653947847313084,11.135691928848113,43.86799537331436,0
2024-05-29,Rice,A,274.9120384611042,1195,1205,Rainy,9.272626660513854,23.420710771010214,44.644080339356115,95.55256029044703,0
2024-05-30,Rice,C,247.57012493055777,788,921,Rainy,11.47807267168584,22.013560611623774,47.70809252661289,81.05246946040731,0
2024-05-31,Rice,A,127.00560813065329,802,1367,Sunny,8.144480973733582,22.355424679569673,20.450255843376972,87.24658053004339,0
2024-06-01,Rice,A,269.8376913873585,1145,1215,Sunny,0.6091689379360821,28.940972951702143,47.63781648988238,25.091839545169357,0
2024-06-02,Rice,B,104.85967913077887,630,535,Sunny,14.951466840219371,23.987022707977665,34.327318188713164,26.643014592713385,0
2024-06-03,Rice,B,209.7563808531566,769,839,Sunny,10.134884713248018,16.39436679562584,48.84748259539047,83.58558144129141,0
2024-06-04,Rice,B,143.63891987175603,1433,731,Clear,5.4646020309928245,15.999112545770506,26.860477122131226,42.250777870914064,0
2024-06-05,Rice,B,219.72476709321552,1014,858,Clear,17.12050333862142,29.775937212916173,39.97579225944577,60.55541703718221,0
2024-06-06,Rice,A,270.7480518851401,905,1178,Rainy,6.150192273980797,33.053057368297786,25.78197367172741,47.83087290283096,0
2024-06-07,Rice,A,221.07669047807224,1218,616,Rainy,17.843987510257588,28.35682284852804,35.980461507567,65.08706566970554,0
2024-06-08,Rice,A,112.45973454782374,1096,447,Cloudy,15.858478047163834,34.45481084026751,30.199719639133775,58.067132117888335,0
2024-06-09,Rice,A,220.85926528040835,844,1295,Sunny,2.311509395130995,26.892887938615527,31.029660617260475,66.18053602095557,0
2024-06-10,Rice,A,118.9134439991006,1499,998,Clear,4.010648670361563,22.664077071787748,26.702581355135052,76.41431806063164,0
2024-06-11,Rice,B,169.49612702580202,915,535,Sunny,5.583468303731626,19.4303270271822,30.054843330319002,25.2300150423456,0
2024-06-12,Rice,C,263.18891353109973,798,829,Rainy,17.09565992919346,27.693587183550274,41.354531299565615,64.08702093685264,0
2024-06-13,Rice,B,205.26717427278678,1348,543,Sunny,5.373685990313703,16.19645954135367,25.990304715203393,24.235093647250558,0
2024-06-14,Rice,B,156.94165957802306,875,873,Clear,5.713935156244507,18.436870730842095,38.58581621855106,31.95480628162767,0
2024-06-15,Rice,A,276.3633949971704,510,652,Sunny,13.748222405124642,22.46392442028324,38.47719513336632,22.806906261838826,0
2024-06-16,Rice,A,138.60582832243983,1221,443,Sunny,16.27978308708331,19.305740443774656,24.95091999559978,48.11054343325492,0
2024-06-17,Rice,C,293.7836661222127,828,958,Cloudy,3.842401924992964,27.440099037286537,32.55014682681109,63.665140372220236,0
2024-06-18,Rice,B,230.46114241387787,1068,1346,Cloudy,17.723718068096687,15.640226658613134,18.648086987268023,93.43363138894959,0
2024-06-19,Rice,C,203.93804252558078,660,1130,Rainy,18.407804147390184,19.043810240897333,46.631078917839844,45.94789932936707,0
2024-06-20,Rice,B,122.66789549789219,1153,1141,Rainy,11.164645974452602,24.253544801924825,19.839237210069534,58.21459355026208,0
2024-06-21,Rice,B,166.32615919294298,1132,631,Rainy,4.539871870310757,21.042651610002366,46.69423870256402,20.66561709932678,0
2024-06-22,Rice,A,167.96090827346148,1476,1201,Clear,10.263696525242265,31.97142630870889,22.783056305425347,60.266004704476465,0
2024-06-23,Rice,A,233.3024132973092,1266,773,Rainy,5.97899492203709,20.159137963898495,43.917579870627705,70.93895625549072,0
2024-06-24,Rice,C,278.096759611381,1376,433,Rainy,0.8972924122348935,26.91919994141063,40.215227683254966,32.64758384686012,0
2024-06-25,Rice,A,294.67909656952094,569,724,Rainy,1.39621952647772,15.46501801226877,31.835195970141953,83.73208103533095,0
2024-06-26,Rice,C,111.74223508418561,692,1106,Rainy,6.367694379415201,28.42037692858623,30.395464446530983,53.0851404796239,0
2024-06-27,Rice,C,276.4730650335078,1100,618,Cloudy,8.973346416535149,25.116828996849698,30.127275723246715,96.20173801914055,0
2024-06-28,Rice,B,272.7994384235634,1418,899,Clear,17.157933736649408,32.11995929726372,34.55114515824964,22.654313747821703,0
2024-06-29,Rice,B,164.64141596597517,683,748,Clear,0.6460670586304351,31.779277318691754,14.715892411551387,78.17600986275349,0
2024-06-30,Rice,A,208.52059594853284,956,843,Clear,16.672665309001715,30.243746578224805,24.641623419124187,99.24148742297083,0
2024-07-01,Rice,A,151.7489003775344,849,466,Sunny,4.933177583416923,32.10598283537824,28.66659546602723,91.54999877245943,0
2024-07-02,Rice,A,243.67450073388696,1327,812,Rainy,11.302066822311758,19.150759026225096,31.45876779123718,77.05106412344341,0
2024-07-03,Rice,C,113.790822030335,1064,1311,Sunny,10.087795199198982,24.80776298545773,12.68881501887947,74.33496032738498,0
2024-07-04,Rice,C,157.26597161803082,1211,631,Cloudy,1.2244482343012542,26.77613815297382,34.879643301759,95.55635979185729,0
2024-07-05,Rice,A,176.33548250268421,1387,1333,Clear,8.08728307962605,17.847363332666728,21.821189288361197,55.9406615646024,0
2024-07-06,Rice,A,165.43305938847172,1113,1287,Cloudy,8.76459670600526,30.355951154624897,19.746662408079505,26.794085557541614,0
2024-07-07,Rice,C,202.280866416979,1100,809,Rainy,19.803462815354965,16.186430369102172,48.19448548057882,59.419572052406686,0
2024-07-08,Rice,C,235.82927789541029,1088,1307,Sunny,3.4240047133600426,22.953741221573193,24.958994436878427,58.06584301979514,0
2024-07-09,Rice,A,233.06603750393134,1356,622,Rainy,6.846183563124693,17.10936287472116,45.86185134782214,95.03012378243493,0
2024-07-10,Rice,A,298.3467134462499,1443,719,Sunny,4.684269397183036,20.233384930031242,40.615737807423834,87.72738404994335,0
2024-07-11,Rice,B,258.8704262675489,1015,1203,Cloudy,19.619761635271875,32.66551590396048,12.005463176159491,49.10117010717684,0
2024-07-12,Rice,A,169.65803205550486,937,558,Cloudy,12.281675881209129,18.12245397337901,37.01336891740396,92.36662404024653,0
2024-07-13,Rice,A,114.21432658600952,1238,936,Cloudy,12.139998297150136,30.732155117117617,16.483934968224183,27.96178244953877,0
2024-07-14,Rice,B,122.88103909610953,1378,612,Rainy,17.243919008907714,20.724879487410174,34.93142739285393,83.17170776437914,0
2024-07-15,Rice,B,105.42163781057403,1099,1148,Sunny,10.160738175863615,21.275279237368398,21.323846822966807,50.057457777103096,0
2024-07-16,Rice,A,237.21757465077923,953,945,Rainy,8.612933801002638,18.113112612328585,44.73746830187249,92.18033304582029,0
2024-07-17,Rice,A,147.99540994132195,1375,875,Cloudy,14.488184639891742,26.85899048741952,21.788416862569605,63.77077795922557,0
2024-07-18,Rice,C,264.16445140134283,1125,522,Cloudy,12.161262230462835,30.19089294506942,32.47497032796302,39.33382499781083,0
2024-07-19,Rice,C,193.56967601551344,1382,954,Rainy,13.903447851703067,24.815465016470704,11.797645817250322,54.11311089108479,0
2024-07-20,Rice,A,261.5365066731727,1362,1322,Rainy,5.9698256670763445,19.011439539187926,38.16255097731735,32.97955744741963,0
2024-07-21,Rice,C,282.68488975652406,928,1304,Sunny,1.4114091662362527,21.04570016279095,14.17394045149667,96.08403203371255,0
2024-07-22,Rice,B,207.2557654788891,1407,541,Clear,12.698741523849417,32.549528579908,31.357719611178343,80.4289698327197,0
2024-07-23,Rice,A,214.2851845237688,740,528,Sunny,7.490897849616893,24.95176243819412,33.45234227351587,25.750932788019895,0
2024-07-24,Rice,C,148.5391036706851,502,1002,Cloudy,19.81120226387834,22.531504950200674,24.679677629739803,20.231717295314915,0
2024-07-25,Rice,A,151.7963931105548,1307,1074,Rainy,1.770039010376856,24.34775560593742,31.611091581082942,25.343391143326393,0
2024-07-26,Rice,C,267.1170145989939,781,959,Sunny,6.807710297978278,33.26947828405911,38.475018880734105,84.38948095533142,0
2024-07-27,Rice,C,170.0353993007471,1244,486,Sunny,17.106273911987174,19.513434026382217,30.808147279614868,92.03611083993178,0
2024-07-28,Rice,A,166.03719093941353,1005,1237,Clear,18.631992428699885,18.655821162130323,27.701799200185363,41.987142191225566,0
2024-07-29,Rice,A,223.3711496441067,1376,1311,Sunny,4.724258665425203,29.62372481955916,41.86303836722334,62.641056156203604,0
2024-07-30,Rice,A,175.9848139451219,684,1383,Clear,4.5899915830204225,28.543858634950826,11.70407918696041,93.93449766540681,0
2024-07-31,Rice,B,122.0746819183973,905,1323,Rainy,8.214439800519289,16.505461484045945,45.759378771350164,43.03227579535004,0
2024-08-01,Rice,A,164.07257089129337,989,980,Rainy,15.092290697094493,27.723836427741432,13.37033594896496,53.19178269827869,0
2024-08-02,Rice,C,173.20456147250758,725,1173,Sunny,3.176311781079617,30.03306817461143,37.34731877399035,80.06358949622968,0
2024-08-03,Rice,C,129.46499692079635,1320,976,Sunny,16.752236862465168,30.25351338084159,16.92072343867121,23.584926139206523,0
2024-08-04,Rice,C,203.70300704840471,669,596,Rainy,13.92699350009493,19.34803543576239,22.98711813238207,77.05277139544364,0
2024-08-05,Rice,A,237.8695920008742,1377,1053,Cloudy,14.724853309719792,25.20429380218472,37.738433721848246,63.50205442843599,0
2024-08-06,Rice,C,234.83850793590432,986,1248,Cloudy,6.061265390536443,28.012351318128076,44.29180057677165,99.9737615084101,0
2024-08-07,Rice,C,154.38619207010484,971,858,Clear,0.6867923254285535,22.01948188068367,21.553700230731945,29.851151033801983,0
2024-08-08,Rice,C,259.3477002925359,554,764,Sunny,9.596632422229142,34.81697328537411,20.580043442042086,67.54430098482027,0
2024-08-09,Rice,A,260.5125760918327,1252,876,Clear,4.686917127670595,17.376920814930422,44.20155202212782,23.293736713016486,0
2024-08-10,Rice,B,132.16885945732668,863,718,Sunny,15.591821067717223,24.25861763246258,30.91219988127241,85.29597135810667,0
2024-08-11,Rice,A,297.4627297622542,1191,1036,Cloudy,8.926363733816538,34.229440899662066,27.779207539682837,93.96304952667215,0
2024-08-12,Rice,C,185.70266482587343,1114,889,Rainy,11.926834044806807,28.483282466794936,13.93880303616196,25.043173420717572,0
2024-08-13,Rice,A,229.88496875681574,1419,872,Sunny,3.9631061406116763,31.259483382372956,27.766196069904446,32.09660030194914,0
2024-08-14,Rice,C,203.9239060949769,917,1234,Clear,2.2521003338841394,27.005108048682473,22.886807766971863,32.18678937996871,0
2024-08-15,Rice,A,242.3846663207361,1400,748,Rainy,5.585166805234126,22.410014094429837,30.723914991766883,63.31749356110265,0
2024-08-16,Rice,A,204.12862792026561,1391,434,Rainy,4.498205745581361,20.896207465843275,18.118570524266445,77.46777747620841,0
2024-08-17,Rice,C,197.92829760403714,1048,1353,Sunny,12.556122813160025,20.350467510502362,20.248771677663488,81.35572442480282,0
2024-08-18,Rice,A,297.7161802429156,1336,865,Sunny,3.144511674246455,25.584757834986505,29.905990372940664,26.896187481182523,0
2024-08-19,Rice,A,113.23656388433365,1173,855,Rainy,1.0982356643766056,22.517730478405227,41.03418267833067,34.715003796981975,0
2024-08-20,Rice,A,214.97828298887856,1281,1331,Sunny,9.566482824614162,26.760442096143613,46.244448982029894,62.506405022646796,0
2024-08-21,Rice,A,141.1169043377331,744,442,Rainy,13.223737883698274,19.501490415266833,32.27607945486923,30.330042130331414,0
2024-08-22,Rice,A,235.0766461050792,1011,1215,Rainy,6.884173738467059,15.100384644936089,24.522973113098917,80.13041113857079,0
2024-08-23,Rice,B,219.73443661183427,1386,1312,Cloudy,19.122037023229584,23.506130722023748,33.63338282152709,77.70818057476373,0
2024-08-24,Rice,A,260.75944844056255,1251,1354,Sunny,18.085237671790082,34.55756883346179,29.864404895359904,24.97867488780595,0
2024-08-25,Rice,B,256.7464961262493,621,1015,Cloudy,18.415733628208002,27.329071180860424,15.790639537728461,61.467187965747556,0
2024-08-26,Rice,A,281.62098435546926,1170,1227,Rainy,6.6460176538247495,32.53721968665558,30.58464104633486,63.56071838925093,0
2024-08-27,Rice,C,192.61670946776644,533,1101,Clear,2.9840967500523363,22.919491190346214,33.270390459895694,85.96279618103908,0
2024-08-28,Rice,A,185.90772710441928,589,850,Clear,0.3588525135494769,29.8255631555007,47.49289400274852,29.43528852005146,0
2024-08-29,Rice,A,160.3925720486651,1489,1087,Sunny,5.242533604124489,19.092798783806835,36.11656708849797,75.92500137847048,0
2024-08-30,Rice,C,173.00261037962557,569,675,Sunny,3.737074097781261,29.122459579513,18.763373337696166,39.17931098311761,0
2024-08-31,Rice,A,266.6538998627864,1478,448,Rainy,5.976168507029431,22.840728326038658,25.67442515133877,76.31252647003437,0
2024-09-01,Rice,A,213.21134978200178,1260,688,Cloudy,1.2942052783725955,30.218384540733716,10.160558228760266,98.68583141000019,0
2024-09-02,Rice,A,175.32130697228428,755,720,Cloudy,12.173095679854766,22.58094605488749,18.6449500571886,66.723873916951,0
2024-09-03,Rice,B,129.40724179143237,907,925,Clear,2.7501853451786706,16.707715538817688,34.90716011476451,20.769770221405743,0
2024-09-04,Rice,A,143.67458328057518,773,862,Cloudy,9.077921869116853,19.819296000313372,13.587633811649361,31.207654779246965,0
2024-09-05,Rice,B,290.5923458660061,1446,582,Sunny,18.901439458913664,22.34944538981472,22.948710861936537,49.53049514721976,0
2024-09-06,Rice,B,258.2016604772661,1002,653,Rainy,2.0120958913263287,33.70894724790545,13.803901928499762,41.477046779378426,0
2024-09-07,Rice,C,135.77886232626102,885,582,Clear,0.7450021321445588,27.895200471127655,44.482625111868764,37.70851296966534,0
2024-09-08,Rice,B,246.4601630128608,663,526,Clear,8.723503532757848,23.460178889330656,41.63998165229415,37.033851888289185,0
2024-09-09,Rice,C,143.03715516430853,888,1366,Sunny,0.5421931230813892,25.188198578148018,15.413342619081249,39.6813248717062,0
2024-09-10,Rice,C,282.2823690258783,722,884,Sunny,8.493922387738218,17.122212830726834,44.610323269491786,43.723735613846074,0
2024-09-11,Rice,B,132.91544906871871,1314,513,Cloudy,0.8964740533176463,24.137278390504456,25.308884415156196,98.50221996558881,0
2024-09-12,Rice,A,230.78695559772103,788,1178,Clear,15.040715962036604,32.45335570453469,46.37175557555787,36.281040430836846,0
2024-09-13,Rice,C,255.31760634301983,794,508,Clear,9.013230910345854,23.743046364354626,40.92583120105648,47.7059449988723,0
2024-09-14,Rice,A,257.53962712244146,1408,630,Clear,17.587929877717666,16.816725605220753,47.59606929285964,32.294032253291896,0
2024-09-15,Rice,B,240.26120914592778,1183,1078,Clear,13.102903916799253,27.811616817591286,30.712966070614364,47.125935853446265,0
2024-09-16,Rice,A,229.88360129369892,1222,1151,Sunny,2.581720111551127,24.95582001175996,38.19070592166857,27.896385895436644,0
2024-09-17,Rice,A,162.58613707234724,938,720,Sunny,19.652685660613102,15.109615336265065,20.873612784263294,43.49099803227822,0
2024-09-18,Rice,C,292.77079802346896,515,924,Clear,10.833267153852088,27.729609123509068,21.171836580959447,82.55130013147638,0
2024-09-19,Rice,C,156.4288172410542,651,725,Clear,10.068541146896157,22.412892585681142,27.33579021240835,80.53129022505715,0
2024-09-20,Rice,B,159.50493594740945,1071,737,Sunny,19.7272715475105,17.744008137027,25.895970870545213,69.86534439469287,0
2024-09-21,Rice,B,160.8136071239638,936,1176,Rainy,8.28938555425934,21.920280840619387,38.53836857039279,57.46173005956112,0
2024-09-22,Rice,A,100.05778772916867,1289,722,Sunny,2.18728447633743,29.55164825528211,25.167525292224205,26.76609777970392,0
2024-09-23,Rice,C,198.05156001334382,1015,1359,Cloudy,12.739833444434156,28.176578811119775,38.47963399312853,39.5993616857076,0
2024-09-24,Rice,A,215.7228383746889,1213,760,Clear,14.073553810402926,30.29704974212585,49.85850684765411,72.5554437671328,0
2024-09-25,Rice,B,283.39206158327784,563,426,Rainy,13.956543017039342,27.608609113564352,47.781477162365846,43.436922436327706,0
2024-09-26,Rice,B,104.53231277763821,1317,1244,Sunny,9.207681951388997,34.36400066593014,38.80251025293692,35.50936903956487,0
